ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1589,Maharashtra,Nagpur,Nagpur Central,Apartment,3,1548,98.0,6330.87,1999,Fully Furnished,3,5,25,3,1,Medium,None,Low,"Club House,Intercom,Lift,Gym,Power Backup,Play Area,Visitor Parking",South-West,Builder,Resale
1590,Delhi,Delhi,Delhi Central,Apartment,4,1583,526.34,33249.78,2012,Semi-Furnished,1,5,12,6,4,High,Double,Medium,"CCTV,Garden",West,Builder,Ready to Move
1591,Maharashtra,Pune,Pune Central,Independent House,4,2082,434.91,20888.86,2013,Semi-Furnished,10,11,11,1,5,Low,Single,Medium,"Club House,Garden,Gym,Play Area,Swimming Pool",South,Owner,Ready to Move
1592,Delhi,Delhi,Delhi Rural,Villa,3,1812,321.85,17762.16,1999,Semi-Furnished,2,9,25,7,5,Medium,Double,Low,"Visitor Parking,CCTV,Garden,Gym,Lift,Power Backup",East,Builder,Under Construction
1593,Maharashtra,Nagpur,Nagpur Suburban,Apartment,3,1559,98.56,6322.19,2010,Fully Furnished,27,29,14,3,2,Medium,Single,High,,North-West,Owner,Ready to Move
1594,Tamil Nadu,Chennai,Chennai Outskirts,Independent House,3,1656,227.8,13756.26,2023,Semi-Furnished,6,13,1,5,4,Medium,Single,Low,"Intercom,Garden",West,Agent,Resale
1595,Rajasthan,Jaipur,Jaipur Central,Independent House,3,1475,155.31,10529.4,1990,Semi-Furnished,16,17,34,7,2,Low,Single,Medium,,South-West,Builder,Under Construction
1596,Maharashtra,Mumbai,Mumbai Central,Villa,2,1275,647.46,50780.94,1996,Fully Furnished,7,9,28,2,4,High,Single,Low,"Intercom,Visitor Parking,Club House,Garden,Lift,Swimming Pool,Power Backup",South-East,Agent,Ready to Move
1597,Gujarat,Ahmedabad,Ahmedabad Prime,Apartment,4,1652,197.35,11946.26,2006,Fully Furnished,8,16,18,3,3,Low,Single,Low,"Gym,CCTV,Play Area,Lift",South-West,Owner,Ready to Move
1598,Maharashtra,Mumbai,Mumbai Suburban,Apartment,2,1325,462.62,34914.7,2008,Unfurnished,24,31,16,7,0,High,Single,Medium,"Garden,Visitor Parking,Power Backup,Gym,Lift,Play Area",North,Builder,Ready to Move
1599,Maharashtra,Mumbai,Mumbai Prime,Villa,2,1393,705.15,50620.73,2001,Unfurnished,16,19,23,6,4,High,None,Medium,"Club House,Garden,Intercom,Visitor Parking,Lift,Gym,Power Backup",South,Owner,Ready to Move
1600,Uttar Pradesh,Noida,Noida Suburban,Apartment,1,731,103.23,14121.22,2010,Fully Furnished,12,20,14,6,4,Low,Single,Medium,"Visitor Parking,Play Area,Gym",South-West,Owner,Ready to Move
1601,Maharashtra,Mumbai,Mumbai Outskirts,Independent House,3,2025,585.7,28923.5,2002,Semi-Furnished,22,26,22,5,0,High,Single,Medium,"Intercom,Play Area,Swimming Pool",South,Builder,Resale
1602,Maharashtra,Mumbai,Mumbai Suburban,Apartment,3,1875,510.24,27212.56,2016,Unfurnished,11,19,8,3,4,Medium,Single,Medium,"Intercom,Visitor Parking,Gym,Garden,CCTV",South-East,Agent,Resale
1603,Delhi,Delhi,Delhi Suburban,Apartment,1,755,159.84,21171.15,2000,Semi-Furnished,0,8,24,2,3,Medium,Single,Medium,Swimming Pool,South-West,Builder,Under Construction
1604,Madhya Pradesh,Indore,Indore Central,Apartment,3,1475,140.91,9553.2,2001,Semi-Furnished,17,22,23,7,5,Medium,Single,High,"Lift,Intercom,Swimming Pool,Club House,Garden,Play Area,Power Backup",North-East,Owner,Under Construction
1605,West Bengal,Kolkata,Kolkata Outskirts,Apartment,2,1021,84.32,8258.66,2002,Semi-Furnished,3,7,22,2,3,Medium,None,Medium,,North,Agent,Ready to Move
1606,Gujarat,Ahmedabad,Ahmedabad Suburban,Villa,2,1238,178.05,14381.73,2021,Semi-Furnished,24,33,3,4,2,Medium,Double,Medium,"Visitor Parking,Power Backup,Gym",North-West,Builder,Under Construction
1607,Maharashtra,Mumbai,Mumbai Suburban,Apartment,2,991,315.15,31801.39,2014,Semi-Furnished,11,13,10,6,0,Medium,Single,Medium,CCTV,South-West,Agent,Resale
1608,West Bengal,Kolkata,Kolkata Suburban,Apartment,3,1596,217.09,13602.15,2014,Unfurnished,2,8,10,3,3,Medium,Single,High,"Intercom,Visitor Parking,CCTV,Gym,Play Area",West,Owner,Under Construction
1609,Tamil Nadu,Chennai,Chennai Suburban,Apartment,3,1671,242.16,14491.97,2000,Semi-Furnished,5,14,24,2,5,High,Single,Medium,"Power Backup,Club House,Intercom,Visitor Parking,Lift",East,Builder,Ready to Move
1610,Delhi,Delhi,Delhi Suburban,Apartment,2,1008,246.39,24443.52,2018,Semi-Furnished,6,7,6,6,5,Medium,None,Low,"Garden,Power Backup,Intercom,Visitor Parking,Club House",South-West,Builder,Under Construction
1611,Tamil Nadu,Chennai,Chennai Suburban,Independent House,3,1356,268.36,19790.76,2015,Fully Furnished,29,33,9,3,1,High,Double,Low,"CCTV,Club House,Swimming Pool,Gym",South-East,Builder,Under Construction
1612,Telangana,Hyderabad,Hyderabad Central,Independent House,1,599,113.58,18962.41,2013,Semi-Furnished,29,30,11,4,3,Low,None,Medium,"Intercom,Club House",North-East,Agent,Ready to Move
1613,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,3,1229,180.22,14663.6,2017,Fully Furnished,11,16,7,3,3,High,None,Medium,"Club House,Garden,Swimming Pool,Visitor Parking,Gym,Lift,Play Area",East,Owner,Resale
1614,Karnataka,Bangalore,Bangalore Suburban,Independent House,3,1537,325.32,21165.79,2014,Semi-Furnished,4,10,10,0,4,Low,None,Medium,"Intercom,CCTV,Gym,Visitor Parking",West,Builder,Resale
1615,Delhi,Delhi,Delhi Prime,Apartment,5,2804,932.21,33245.87,2013,Fully Furnished,11,19,11,5,5,Medium,Double,Low,"Lift,Gym",West,Owner,Resale
1616,Maharashtra,Nagpur,Nagpur Suburban,Apartment,1,535,39.7,7421.45,2018,Unfurnished,2,5,6,5,4,Medium,Single,Medium,"Play Area,Intercom,Gym,Power Backup,CCTV,Garden",South-East,Owner,Ready to Move
1617,Karnataka,Bangalore,Bangalore Central,Apartment,1,600,173.03,28837.96,2002,Semi-Furnished,5,12,22,4,0,Medium,Double,High,"Swimming Pool,Play Area,Intercom,Gym",North,Owner,Under Construction
1618,Karnataka,Bangalore,Bangalore Outskirts,Apartment,4,1519,235.28,15489.23,2001,Semi-Furnished,2,7,23,0,0,Medium,Single,Low,"Intercom,Garden",South-East,Builder,Under Construction
1619,Delhi,Delhi,Delhi Central,Apartment,3,1555,419.49,26976.77,2012,Semi-Furnished,21,28,12,7,3,Medium,None,Low,,South-West,Builder,Ready to Move
1620,Telangana,Hyderabad,Hyderabad Suburban,Studio,3,1319,148.36,11247.63,2001,Unfurnished,13,14,23,4,0,Low,Double,Medium,"Swimming Pool,Garden,Lift,Play Area,Visitor Parking",South,Builder,Ready to Move
1621,Uttar Pradesh,Noida,Noida Outskirts,Penthouse,2,1000,130.62,13061.55,2005,Unfurnished,14,15,19,4,2,Low,Single,Low,Gym,North-West,Builder,Ready to Move
1622,Gujarat,Ahmedabad,Ahmedabad Prime,Apartment,2,983,122.81,12493.5,2005,Unfurnished,15,16,19,5,5,Medium,Single,Medium,Swimming Pool,North-West,Builder,Resale
1623,Gujarat,Surat,Surat Outskirts,Apartment,1,615,37.13,6036.74,2010,Fully Furnished,12,18,14,4,5,Low,Single,Medium,,North-West,Owner,Ready to Move
1624,Maharashtra,Mumbai,Mumbai Rural,Studio,2,1155,193.1,16718.88,2020,Unfurnished,11,17,4,3,1,Medium,Single,Low,"Swimming Pool,CCTV",South,Builder,Resale
1625,West Bengal,Kolkata,Kolkata Prime,Apartment,3,1455,192.34,13219.51,1995,Semi-Furnished,25,31,29,5,3,Medium,Double,Medium,"Lift,Gym,Intercom,Swimming Pool",East,Owner,Ready to Move
1626,Karnataka,Bangalore,Bangalore Outskirts,Independent House,2,1154,265.99,23049.73,2020,Semi-Furnished,22,30,4,4,0,High,Single,Low,"Garden,Lift,Swimming Pool",South-East,Owner,Ready to Move
1627,Delhi,Delhi,Delhi Central,Apartment,3,1426,497.26,34870.69,2012,Fully Furnished,0,6,12,4,2,Medium,Double,Medium,"Garden,Play Area,Swimming Pool,Lift,Gym,Club House",South-West,Owner,Resale
1628,Karnataka,Bangalore,Bangalore Central,Studio,4,1933,404.71,20936.96,1996,Fully Furnished,15,19,28,5,2,Low,Single,Medium,"Visitor Parking,Play Area,Gym,CCTV,Swimming Pool,Club House,Lift",West,Agent,Ready to Move
1629,Gujarat,Ahmedabad,Ahmedabad Suburban,Penthouse,2,1163,135.91,11686.36,2004,Unfurnished,27,36,20,0,1,Low,None,Medium,"Lift,Club House,Play Area",East,Builder,Ready to Move
1630,West Bengal,Kolkata,Kolkata Suburban,Studio,4,2570,243.35,9468.69,2005,Semi-Furnished,1,9,19,0,2,Medium,Single,Medium,"Garden,Club House,Lift",North-East,Owner,Ready to Move
1631,Maharashtra,Mumbai,Mumbai Central,Independent House,4,1886,686.88,36419.98,2006,Unfurnished,6,9,18,6,1,High,Single,Medium,"Intercom,Swimming Pool,Club House",West,Builder,Ready to Move
1632,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,893,102.56,11484.99,2014,Unfurnished,6,9,10,5,0,Medium,Single,High,"Play Area,Club House,Intercom,CCTV,Power Backup",East,Agent,Resale
1633,Uttar Pradesh,Noida,Noida Outskirts,Apartment,3,1626,167.8,10319.86,2006,Unfurnished,20,21,18,7,4,High,Single,High,Gym,East,Owner,Resale
1634,Karnataka,Bangalore,Bangalore Suburban,Apartment,2,993,158.98,16010.15,1998,Semi-Furnished,5,8,26,1,2,Low,Single,Low,"Lift,Visitor Parking,CCTV",North,Owner,Ready to Move
1635,Maharashtra,Mumbai,Mumbai Central,Independent House,5,3524,1659.3,47085.59,2023,Unfurnished,29,33,1,5,3,High,Double,Medium,"Swimming Pool,Gym,Power Backup",South-East,Owner,Ready to Move
1636,Telangana,Hyderabad,Hyderabad Suburban,Apartment,4,1817,327.44,18020.87,2003,Fully Furnished,4,6,21,4,4,High,Double,Low,"Visitor Parking,Play Area,Garden,Power Backup,Intercom",North,Builder,Under Construction
1637,Rajasthan,Jaipur,Jaipur Outskirts,Villa,2,1323,152.21,11505.15,2021,Semi-Furnished,23,24,3,5,0,High,None,High,,North-East,Owner,Ready to Move
1638,Maharashtra,Mumbai,Mumbai Central,Apartment,1,701,297.16,42391.55,2019,Fully Furnished,14,16,5,7,5,Low,Double,Medium,"Swimming Pool,Visitor Parking,Lift",North,Agent,Under Construction
1639,Tamil Nadu,Chennai,Chennai Suburban,Apartment,5,2362,291.5,12341.19,1993,Semi-Furnished,20,26,31,0,4,Low,Single,Low,"Power Backup,CCTV,Lift,Gym,Play Area,Visitor Parking,Garden",South,Owner,Resale
1640,Maharashtra,Nagpur,Nagpur Suburban,Apartment,3,1139,84.24,7395.71,2006,Semi-Furnished,18,25,18,4,5,Medium,Double,High,Intercom,West,Agent,Ready to Move
1641,Uttar Pradesh,Noida,Noida Suburban,Apartment,3,1378,187.9,13635.38,2022,Semi-Furnished,22,24,2,5,4,Low,None,Medium,"Play Area,CCTV,Club House",South-West,Owner,Ready to Move
1642,Madhya Pradesh,Indore,Indore Suburban,Independent House,1,678,60.89,8980.87,2019,Semi-Furnished,17,22,5,6,0,High,Double,Medium,,North,Builder,Resale
1643,Delhi,Delhi,Delhi Prime,Apartment,2,1134,436.75,38514.51,2014,Fully Furnished,21,25,10,2,1,High,Single,Medium,"Visitor Parking,Power Backup,Intercom",North-West,Agent,Resale
1644,Maharashtra,Mumbai,Mumbai Suburban,Independent House,2,1422,496.3,34901.68,2010,Fully Furnished,14,19,14,2,0,High,None,Medium,,South,Agent,Ready to Move
1645,Karnataka,Bangalore,Bangalore Central,Apartment,3,1526,378.73,24818.44,1997,Semi-Furnished,14,19,27,6,0,High,Single,Medium,"Visitor Parking,Club House",North,Owner,Ready to Move
1646,Gujarat,Surat,Surat Outskirts,Apartment,3,1549,123.75,7989.06,2023,Fully Furnished,19,28,1,6,2,Medium,Single,Medium,,East,Agent,Ready to Move
1647,Rajasthan,Jaipur,Jaipur Suburban,Studio,2,955,87.17,9127.87,1998,Fully Furnished,29,37,26,7,2,Medium,Double,Medium,,North,Owner,Ready to Move
1648,Delhi,Delhi,Delhi Suburban,Apartment,2,1037,266.93,25740.76,2021,Semi-Furnished,23,25,3,5,5,Medium,None,Medium,"CCTV,Garden,Visitor Parking,Club House,Intercom",South-West,Agent,Ready to Move
1649,Delhi,Delhi,Delhi Prime,Villa,3,1614,569.87,35307.81,2004,Unfurnished,0,9,20,4,2,Medium,Single,Medium,Power Backup,West,Owner,Ready to Move
1650,Delhi,Delhi,Delhi Outskirts,Independent House,3,1237,269.15,21758.22,2018,Unfurnished,2,9,6,6,3,High,Single,Medium,,South,Owner,Ready to Move
1651,Maharashtra,Mumbai,Mumbai Outskirts,Apartment,4,1960,710.36,36242.6,2018,Fully Furnished,6,12,6,5,0,High,Single,High,"Lift,Garden,Play Area,CCTV,Power Backup,Gym,Club House",South-West,Builder,Ready to Move
1652,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,1,610,70.47,11552.66,2003,Unfurnished,3,9,21,7,1,High,Single,High,"Swimming Pool,Play Area,CCTV,Power Backup,Visitor Parking",South-East,Agent,Ready to Move
1653,Madhya Pradesh,Indore,Indore Outskirts,Apartment,2,1283,79.17,6170.33,1993,Fully Furnished,12,18,31,4,3,High,Double,Low,"Visitor Parking,Play Area",North-West,Builder,Ready to Move
1654,Uttar Pradesh,Noida,Noida Rural,Apartment,3,1907,172.24,9031.78,2011,Semi-Furnished,18,22,13,6,1,Low,Double,High,"Swimming Pool,Visitor Parking,Garden",West,Agent,Ready to Move
1655,Uttar Pradesh,Noida,Noida Suburban,Apartment,3,1101,166.66,15137.44,2006,Fully Furnished,7,10,18,4,5,Medium,Single,Medium,"CCTV,Visitor Parking,Gym,Play Area,Power Backup,Garden",North-West,Agent,Resale
1656,Delhi,Delhi,Delhi Central,Apartment,2,1232,376.14,30530.87,2012,Unfurnished,0,5,12,6,4,Medium,Single,High,"CCTV,Visitor Parking,Lift,Intercom,Play Area",North-West,Agent,Under Construction
1657,Rajasthan,Jaipur,Jaipur Outskirts,Studio,3,1711,117.5,6867.49,2013,Semi-Furnished,18,27,11,6,0,Medium,Single,High,"Club House,Lift,Power Backup,Garden,Gym",South-East,Agent,Resale
1658,Telangana,Hyderabad,Hyderabad Suburban,Apartment,2,836,126.62,15146.25,1995,Fully Furnished,6,12,29,1,5,Medium,Single,Medium,"Club House,CCTV,Visitor Parking,Play Area,Gym",South-West,Builder,Ready to Move
1659,Rajasthan,Jaipur,Jaipur Central,Penthouse,2,1158,180.88,15619.64,1991,Fully Furnished,11,16,33,2,5,Medium,Single,Medium,"Visitor Parking,Garden",South-West,Builder,Resale
1660,Karnataka,Bangalore,Bangalore Rural,Apartment,3,1658,209.4,12629.77,2008,Unfurnished,1,5,16,5,5,Low,Single,Medium,"CCTV,Swimming Pool,Play Area,Power Backup,Lift,Visitor Parking,Gym",South,Builder,Ready to Move
1661,Madhya Pradesh,Indore,Indore Central,Studio,4,2094,149.47,7137.85,2010,Unfurnished,1,6,14,4,4,Medium,Double,Medium,Swimming Pool,West,Builder,Ready to Move
1662,Maharashtra,Mumbai,Mumbai Suburban,Apartment,4,2474,922.0,37267.47,2017,Semi-Furnished,23,24,7,7,4,Medium,Double,High,"Garden,Visitor Parking,Power Backup",South,Builder,Ready to Move
1663,Delhi,Delhi,Delhi Rural,Studio,2,1068,153.06,14331.76,2022,Unfurnished,15,20,2,0,2,High,Single,Low,"Club House,Swimming Pool,Play Area,Intercom,Lift,Gym,Visitor Parking",South-East,Owner,Resale
1664,Maharashtra,Mumbai,Mumbai Suburban,Independent House,3,1647,632.65,38412.32,2020,Semi-Furnished,3,8,4,5,3,Low,Single,Medium,,South-East,Builder,Ready to Move
1665,Karnataka,Bangalore,Bangalore Suburban,Studio,2,1001,208.1,20789.65,2015,Fully Furnished,11,12,9,0,5,Medium,Single,Medium,"Visitor Parking,Play Area,Garden,CCTV",East,Owner,Resale
1666,Delhi,Delhi,Delhi Suburban,Penthouse,2,682,252.03,36954.91,2007,Unfurnished,28,31,17,2,2,High,Single,High,Intercom,North,Owner,Under Construction
1667,Tamil Nadu,Chennai,Chennai Suburban,Studio,2,837,97.57,11657.15,1996,Unfurnished,8,15,28,7,2,Medium,Single,Low,"CCTV,Gym,Garden,Swimming Pool",South,Agent,Resale
1668,Rajasthan,Jaipur,Jaipur Outskirts,Independent House,3,1494,113.27,7581.99,2001,Semi-Furnished,18,20,23,1,4,Medium,Single,Medium,"Swimming Pool,CCTV,Play Area,Garden",North-West,Owner,Resale
1669,Delhi,Delhi,Delhi Suburban,Apartment,4,1847,521.68,28244.69,1999,Fully Furnished,15,22,25,3,1,Medium,Single,High,"Garden,Club House,Play Area,Power Backup,Gym,CCTV,Visitor Parking",South-East,Builder,Under Construction
1670,Maharashtra,Mumbai,Mumbai Outskirts,Apartment,1,656,158.8,24206.78,1996,Semi-Furnished,16,20,28,5,0,Medium,Single,High,,West,Agent,Resale
1671,Maharashtra,Mumbai,Mumbai Suburban,Villa,3,1744,606.71,34788.56,1998,Semi-Furnished,2,8,26,5,0,Medium,Double,High,"Play Area,Lift,Gym,Intercom,CCTV,Garden,Club House",South-East,Agent,Ready to Move
1672,Tamil Nadu,Chennai,Chennai Central,Penthouse,1,606,143.02,23600.87,2023,Semi-Furnished,23,29,1,2,0,Medium,None,High,Gym,East,Owner,Resale
1673,Karnataka,Bangalore,Bangalore Central,Villa,5,3054,992.34,32493.23,2017,Fully Furnished,18,19,7,0,3,Medium,None,High,"CCTV,Swimming Pool,Intercom,Power Backup,Garden",West,Agent,Under Construction
1674,Delhi,Delhi,Delhi Rural,Apartment,1,713,96.05,13471.33,1994,Semi-Furnished,5,12,30,0,5,Medium,Single,Medium,"Lift,CCTV",West,Owner,Resale
1675,West Bengal,Kolkata,Kolkata Suburban,Studio,2,1330,148.53,11167.41,2011,Fully Furnished,9,11,13,5,2,Medium,Single,Medium,"Power Backup,Garden,Lift,Gym",South,Builder,Under Construction
1676,Uttar Pradesh,Noida,Noida Prime,Apartment,1,563,110.87,19691.94,2019,Unfurnished,26,31,5,2,0,Low,Double,High,"Intercom,Play Area,Swimming Pool,CCTV,Gym",East,Owner,Ready to Move
1677,Delhi,Delhi,Delhi Suburban,Apartment,1,628,155.2,24713.95,2008,Fully Furnished,4,11,16,2,5,Medium,Single,Medium,Intercom,North,Agent,Resale
1678,Madhya Pradesh,Indore,Indore Suburban,Independent House,4,2819,220.11,7808.05,1994,Fully Furnished,16,20,30,3,1,Low,Double,Low,"Club House,Intercom,Swimming Pool,CCTV,Visitor Parking",North,Builder,Resale
1679,Delhi,Delhi,Delhi Suburban,Apartment,2,1284,421.35,32815.58,2021,Semi-Furnished,24,26,3,5,3,Medium,Double,High,"Swimming Pool,Garden,Intercom,CCTV,Lift,Play Area,Gym",South-East,Owner,Resale
1680,Maharashtra,Pune,Pune Central,Apartment,4,2044,286.25,14004.52,1996,Unfurnished,24,31,28,1,0,High,None,Medium,"Power Backup,Garden,Play Area,Visitor Parking,Intercom",East,Agent,Ready to Move
1681,Maharashtra,Pune,Pune Prime,Villa,3,1450,393.12,27111.94,2008,Unfurnished,21,29,16,3,5,Medium,Double,Low,"Power Backup,Garden",East,Owner,Ready to Move
1682,Rajasthan,Jaipur,Jaipur Central,Villa,4,2396,282.9,11807.03,1996,Unfurnished,26,31,28,6,0,Medium,Single,High,"CCTV,Intercom",East,Agent,Ready to Move
1683,Tamil Nadu,Chennai,Chennai Prime,Apartment,3,1593,265.17,16646.13,2006,Fully Furnished,20,25,18,6,2,Low,None,Low,"Garden,Club House,Power Backup,Visitor Parking,Swimming Pool,Play Area",North,Owner,Ready to Move
1684,Karnataka,Bangalore,Bangalore Prime,Apartment,4,1970,505.22,25645.56,2012,Unfurnished,26,28,12,1,3,Low,Single,Low,"Power Backup,Garden,Intercom",North,Owner,Resale
1685,Tamil Nadu,Chennai,Chennai Suburban,Apartment,5,2217,308.14,13898.74,1993,Unfurnished,20,28,31,4,1,Low,Single,Medium,"CCTV,Gym,Play Area,Swimming Pool,Lift",South-East,Builder,Under Construction
1686,Uttar Pradesh,Lucknow,Lucknow Central,Studio,3,1529,118.12,7725.11,1991,Semi-Furnished,7,16,33,3,2,Medium,Double,Medium,"Power Backup,Lift,Club House,Garden,CCTV",North-West,Builder,Ready to Move
1687,Uttar Pradesh,Lucknow,Lucknow Prime,Independent House,2,1293,158.45,12254.11,1992,Fully Furnished,1,5,32,3,5,High,Single,Medium,"Intercom,Gym,Swimming Pool,Power Backup",North-West,Owner,Ready to Move
1688,West Bengal,Kolkata,Kolkata Suburban,Apartment,5,2523,221.48,8778.59,1998,Unfurnished,10,14,26,6,4,Low,None,Medium,"Club House,Visitor Parking",South,Builder,Ready to Move
1689,Telangana,Hyderabad,Hyderabad Rural,Apartment,2,695,67.12,9657.42,2000,Unfurnished,21,30,24,7,1,Medium,Double,High,"Visitor Parking,Lift",South-West,Owner,Ready to Move
1690,Gujarat,Surat,Surat Rural,Independent House,2,968,47.77,4934.92,2000,Unfurnished,14,16,24,4,4,Medium,Single,Medium,"Play Area,Intercom,Swimming Pool,Lift,Visitor Parking",South-East,Agent,Ready to Move
1691,Uttar Pradesh,Noida,Noida Outskirts,Apartment,3,1172,124.72,10641.67,1993,Fully Furnished,27,33,31,4,5,Medium,Double,High,Intercom,North-West,Builder,Ready to Move
1692,Maharashtra,Mumbai,Mumbai Suburban,Apartment,2,955,300.95,31512.59,1993,Semi-Furnished,18,24,31,4,3,Medium,Single,High,"Swimming Pool,Garden",South-East,Owner,Resale
1693,Delhi,Delhi,Delhi Rural,Villa,2,1187,242.96,20468.32,2014,Semi-Furnished,10,14,10,0,5,Low,Double,High,"Power Backup,Visitor Parking,Garden,Lift,CCTV,Swimming Pool",North-East,Builder,Ready to Move
1694,Delhi,Delhi,Delhi Outskirts,Studio,2,1092,197.85,18117.86,1996,Semi-Furnished,7,16,28,7,2,Low,Single,High,"Lift,Garden,CCTV,Power Backup,Play Area",West,Builder,Ready to Move
1695,Maharashtra,Mumbai,Mumbai Suburban,Villa,5,2077,673.96,32448.51,1999,Unfurnished,3,9,25,1,4,Low,Single,Low,"Club House,Play Area,Visitor Parking,CCTV,Power Backup,Intercom",East,Owner,Ready to Move
1696,Madhya Pradesh,Indore,Indore Suburban,Apartment,2,743,62.91,8467.17,2023,Fully Furnished,23,30,1,7,1,High,Single,Medium,"CCTV,Intercom,Power Backup,Play Area",East,Owner,Ready to Move
1697,Delhi,Delhi,Delhi Suburban,Penthouse,2,990,328.05,33136.26,1994,Semi-Furnished,14,22,30,5,1,Low,Single,High,"CCTV,Power Backup,Lift,Garden",North-East,Builder,Under Construction
1698,Gujarat,Ahmedabad,Ahmedabad Outskirts,Apartment,4,1807,142.49,7885.39,2022,Semi-Furnished,24,26,2,7,3,High,None,Medium,Intercom,North,Builder,Ready to Move
1699,Maharashtra,Mumbai,Mumbai Suburban,Apartment,4,1912,543.8,28441.18,1995,Semi-Furnished,1,9,29,4,4,High,Single,Low,"Lift,Intercom,Gym,CCTV,Power Backup,Play Area,Swimming Pool",South-West,Agent,Under Construction
1700,Gujarat,Surat,Surat Outskirts,Studio,2,1059,88.97,8401.18,2016,Fully Furnished,6,14,8,4,4,High,Double,High,"Visitor Parking,CCTV,Garden,Power Backup,Intercom,Play Area",South,Agent,Ready to Move
1701,Gujarat,Ahmedabad,Ahmedabad Rural,Independent House,2,850,61.48,7232.9,2009,Fully Furnished,1,5,15,2,4,High,Double,High,,South-West,Builder,Resale
1702,Maharashtra,Pune,Pune Prime,Apartment,3,1201,227.03,18903.05,2013,Unfurnished,4,5,11,1,1,Medium,Single,Low,,North,Owner,Ready to Move
1703,Delhi,Delhi,Delhi Outskirts,Apartment,4,2290,446.42,19494.28,2022,Unfurnished,18,25,2,0,3,Medium,None,Medium,,East,Agent,Ready to Move
1704,West Bengal,Kolkata,Kolkata Outskirts,Independent House,1,565,51.25,9071.32,2008,Semi-Furnished,22,27,16,2,0,Medium,None,Low,"Lift,Swimming Pool,Intercom",South-West,Owner,Ready to Move
